account	n	[['1'], [], [], [], []]	['帳戶、帳號、敘述', '', '']
account	nv	[[], [], [], ['2'], []]	
account	v	[['1'], [], [], [], []]	['視為、解釋、(數量或比例上)佔', '', '']
accountable	j	[['2'], [], [], ['6'], []]	
accountant	n	[['1'], [], [], ['4'], []]	
accounting	n	[['2'], [], [], ['5'], []]	
accumulate	v	[['2'], ['8'], [], ['6'], []]	
accumulation	n	[['2'], ['8'], [], ['6'], []]	
accuracy	n	[['1'], ['6'], [], ['4'], []]	
accurate	j	[['1'], ['6'], [], ['3'], []]	
accurately	b	[[], ['6'], [], [], []]	accurate
accusation	n	[['2'], [], [], ['6'], []]	
accuse	v	[['1'], [], [], ['4'], []]	
accustom	v	[['2'], [], [], ['6'], []]	
accustomed	j	[['2'], [], [], [], []]	['習慣於', '', '']
ace	j	[['2'], [], [], [], []]	['第一流的、極好的', '', '']
ace	n	[['2'], [], [], [], []]	['A紙牌、擅長...的人、(網球)發球得分', '', '']
ace	v	[['2'], [], [], [], []]	['表現得很好', '', '']
ache	nv	[['1'], [], [], ['3'], []]	
achievable	j	[[], ['2'], [], [], []]	achieve
achieve	v	[['0'], ['2'], [], ['3'], []]	
achievement	n	[['1'], ['2'], [], ['3'], []]	
acid	jn	[['1'], [], [], ['4'], []]	
acknowledge	v	[['2'], ['6'], [], ['5'], []]	
acknowledgement	n	[[], ['6'], [], ['5'], []]	
acne	n	[['2'], [], [], ['6'], []]	
acoustic	j	[['2'], [], [], [], []]	['聲音的、聽覺的、(樂器)原聲的', '', '']
acoustic	n	[['2'], [], [], [], []]	['(建築物、房間的)傳音效果、音響效果', '', '']
acquaint	v	[['1'], [], [], ['5'], []]	
acquaintance	n	[['1'], [], [], ['4'], []]	
acquire	v	[['1'], ['2'], [], ['4'], []]	
acquisition	n	[['2'], ['2'], [], ['5'], []]	
acre	n	[['1'], [], [], ['6'], []]	
across	bp	[['0'], [], [], ['1'], ['1']]	
across	p	[['0'], [], [], [], ['1']]	
act	nv	[['0'], [], [], ['1'], ['1']]	
acting	j	[['2'], [], [], [], []]	['臨時代理的', '', '']
action	n	[['0'], [], [], ['1'], ['1']]	
activate	v	[['2'], [], [], [], []]	['使活動、活化', '', '']
active	j	[['0'], [], [], ['2'], ['2']]	
activist	n	[['2'], [], [], ['5'], []]	
activity	n	[['0'], [], [], ['2'], ['2']]	
actor	n	[['0'], [], ['19'], ['1'], ['1']]	
actress	n	[['0'], [], ['19'], ['1'], ['1']]	
actual	j	[['1'], [], [], ['2'], []]	
actually	b	[['0'], [], [], [], ['1']]	
acute	j	[['2'], [], [], ['5'], []]	
acute	n	[['2'], [], [], [], []]	['銳音符', '', '']
ad	n	[[], [], [], ['3'], []]	
adapt	v	[['1'], ['7'], [], ['4'], []]	
adaptability	n	[[], ['7'], [], [], []]	adapt
adaptable	j	[[], ['7'], [], [], []]	adapt
adaptation	n	[['2'], ['7'], [], ['6'], []]	
adaptive	j	[[], ['7'], [], [], []]	adapt
add	v	[['0'], [], [], ['1'], ['2']]	
addict	n	[['2'], [], [], [], []]	['成癮者、入迷的人', '', '']
addict	nv	[[], [], [], ['4'], []]	
addicted	j	[['2'], [], [], [], []]	['上癮的、入迷的', '', '']
addiction	n	[['2'], [], [], ['6'], []]	
addition	n	[['0'], [], [], ['2'], []]	
additional	j	[['1'], [], [], ['3'], []]	
additive	j	[['2'], [], [], [], []]	['附加的', '', '']
additive	n	[['2'], [], [], [], []]	['(尤指食品的)添加物', '', '']
address	n	[['0'], [], [], [], ['2']]	
address	nv	[[], [], [], ['2'], []]	
address	v	[['1'], [], [], [], ['2']]	
adequacy	n	[[], ['4'], [], [], []]	adequate
adequate	j	[['1'], ['4'], [], ['4'], []]	
adequately	b	[[], ['4'], [], [], []]	adequate
adhere	v	[['2'], [], [], [], []]	['附著、遵循', '', '']
adjacent	j	[['2'], ['10'], [], [], []]	adjacent
adjective	n	[['1'], [], [], ['7'], []]	
adjoin	v	[['2'], [], [], [], []]	['毗連、鄰接', '', '']
adjust	v	[['1'], ['5'], [], ['4'], []]	
adjustment	n	[['2'], ['5'], [], ['4'], []]	
administer	v	[['2'], [], [], ['6'], []]	
administrate	v	[[], ['2'], [], ['6'], []]	
administration	n	[['1'], ['2'], [], ['5'], []]	
administrative	j	[['2'], ['2'], [], ['5'], []]	
administratively	b	[[], ['2'], [], [], []]	administrate
administrator	n	[['2'], ['2'], [], ['5'], []]	
admirable	j	[['1'], [], [], ['4'], []]	
admiral	n	[['2'], [], [], ['6'], []]	
admiration	n	[['1'], [], [], ['4'], []]	
admire	v	[['0'], [], [], ['3'], ['2']]	
admission	n	[['1'], [], [], ['4'], []]	
admit	v	[['0'], [], [], ['2'], []]	
adolescence	n	[['2'], [], [], ['6'], []]	
adolescent	jn	[['2'], [], [], ['5'], []]	
adopt	v	[['0'], [], [], ['4'], []]	
adore	v	[['2'], [], [], ['5'], []]	
adult	jn	[['0'], ['7'], [], ['2'], ['2']]	
adulthood	n	[['2'], ['7'], [], [], []]	adult
advance	j	[['0'], [], [], [], []]	['預先的、事先的', '', '']
advance	n	[['0'], [], [], [], []]	['前進、發展、進展', '', '']
advance	nv	[[], [], [], ['2'], []]	
advance	v	[['0'], [], [], [], []]	['(使)前進、使發展、促進', '', '']
advanced	j	[['1'], [], [], ['3'], []]	
advancement	n	[['2'], [], [], [], []]	['發展、促進、晉升', '', '']
advantage	n	[['0'], [], [], ['3'], []]	
advent	n	[['2'], [], [], [], []]	['出現、到來', '', '']
adventure	n	[['0'], [], [], ['3'], []]	
adverb	n	[['2'], [], [], [], []]	['副詞', '=adv.', '']
adverb 	n	[[], [], [], ['7'], []]	
adverse	j	[['2'], [], [], ['5'], []]	
advert	n	[['2'], [], [], [], []]	['廣告', '= ad, advertisement', '']
advertise	v	[['1'], [], [], ['3'], []]	
advertisement	n	[['0'], [], [], ['3'], ['2']]	
advertiser	n	[['2'], [], [], [], []]	['廣告商、登廣告者', '', '']
advertising	n	[['2'], [], [], [], []]	['廣告業、廣告活動', '', '']
advice	n	[['0'], [], [], ['2'], ['2']]	
advisable	j	[['2'], [], [], [], []]	['明智的、可取的', '', '']
advise	v	[['0'], [], [], ['3'], ['2']]	
adviser	n	[['1'], [], [], ['3'], []]	
advisor	n	[[], [], [], ['3'], []]	
advisory	j	[['2'], [], [], ['6'], []]	
advisory	n	[['2'], [], [], [], []]	['公告、警報', '', '']
advocacy	n	[[], ['7'], [], [], []]	advocate
advocate	n	[['2'], [], [], [], []]	['提倡者、擁護者', '', '']
advocate	nv	[[], ['7'], [], ['5'], []]	
aerial	jn	[['2'], [], [], [], []]	['從飛機上的、空中的', '', '']
aerial	n	[['2'], [], [], [], []]	['天線', 'noun = antenna (American English)', '']
aerospace	jn	[['2'], [], [], [], []]	['航空航天業(的)、航空航天技術(的)', '', '']
aesthetic	j	[['2'], [], [], ['6'], []]	
aesthetics	n	[['2'], [], [], [], []]	['美學、美感', '= esthetics', '']
affair	n	[['0'], [], [], ['2'], []]	
affect	nv	[[], ['2'], [], [], []]	affect
affect	v	[['0'], [], [], ['2'], ['2']]	
affected	j	[[], ['2'], [], [], []]	affect
affecting	j	[[], ['2'], [], [], []]	affect
affection	n	[['1'], [], [], ['5'], []]	
affectionate	j	[['2'], [], [], ['6'], []]	
affective	j	[[], ['2'], [], [], []]	affect
affectively	b	[[], ['2'], [], [], []]	affect
affiliate	n	[['2'], [], [], ['6'], []]	
affiliate	v	[['2'], [], [], [], []]	['使隸屬於、加入、為...工作', '', '']
affirm	v	[['2'], [], [], ['6'], []]	
afflict	v	[['2'], [], [], [], []]	['折磨、使痛苦', '', '']
afford	v	[['1'], [], [], ['3'], []]	
afraid	j	[['0'], [], [], ['1'], ['1']]	
africa	n	[[], [], [], ['7'], []]	
after	bcp	[['0'], [], [], ['1'], ['1']]	
after	p	[[], [], ['28'], [], []]	['在…之後', '', '']
aftermath	n	[['2'], [], [], [], []]	['後果、餘波', '', '']
afternoon	n	[['0'], [], ['34'], ['1'], ['1']]	
afterward	b	[['1'], [], [], ['3'], []]	
afterwards	b	[[], [], [], ['3'], []]	
again	b	[['0'], [], ['21'], ['1'], ['1']]	
against	p	[['0'], [], [], ['2'], ['2']]	
age	n	[['0'], [], [], [], ['1']]	
age	nv	[[], [], [], ['1'], []]	
age	v	[['0'], [], [], [], ['1']]	
aged	j	[['1'], [], [], [], []]	['…歲的、年邁的', '', '']
agency	n	[['1'], [], [], ['4'], []]	
agenda	n	[['2'], [], [], ['5'], []]	
agent	n	[['1'], [], [], ['4'], []]	
aggravate	v	[['2'], [], [], [], []]	['加重、惡化', '', '']
aggregate	jnv	[['2'], [], [], [], []]	['總計(的)、合計(的)', '', '']
aggregate	nv	[[], ['6'], [], [], []]	aggregate
aggregation	n	[[], ['6'], [], [], []]	aggregate
aggression	n	[['2'], [], [], ['5'], []]	
aggressive	j	[['1'], [], [], ['4'], []]	
aging	jn	[['2'], [], [], [], []]	['變老的；老化', '= ageing', '']
agitate	v	[['2'], [], [], [], []]	['鼓動、煽動；激怒', '', '']
agitation	n	[['2'], [], [], [], []]	['焦慮不安、煩亂；煽動、鼓動', '', '']
ago	b	[['0'], [], [], ['1'], ['1']]	
agony	n	[['2'], [], [], ['5'], []]	
agree	v	[['0'], [], [], ['1'], ['1']]	
agreeable	j	[['1'], [], [], ['4'], []]	
agreement	n	[['1'], [], [], ['1'], []]	
agricultural	j	[['2'], [], [], ['5'], []]	
agriculture	n	[['1'], [], [], ['3'], []]	
ahead	b	[['0'], [], [], ['2'], ['1']]	
ai	n	[['2'], [], [], [], []]	['人工智慧', '= artificial intelligence', '']
aid	nv	[['0'], ['7'], [], ['2'], []]	
aide	n	[['2'], [], [], [], []]	['(從政者或軍隊高官的)助理、助手', '', '']
aim	nv	[['0'], [], [], ['2'], ['2']]	
air	n	[['0'], [], [], ['1'], ['1']]	
air conditioner	n	[['0'], [], [], [], ['2']]	
air-conditioned	j	[['1'], [], [], [], []]	['有空調的', '', '']
aircraft	n	[['0'], [], [], ['2'], []]	
airlift	nv	[['2'], [], [], [], []]	['空運、空投', '', '']
airline	n	[['0'], [], [], ['3'], ['2']]	
airmail	n	[['1'], [], [], [], []]	['航空郵件', '', '']
airplane	n	[['0'], [], ['35'], ['1'], ['1']]	
airport	n	[['0'], [], ['35'], ['1'], ['1']]	
airtight	j	[['2'], [], [], ['6'], []]	
airway	n	[['2'], [], [], ['6'], []]	
aisle	n	[['2'], [], [], ['5'], []]	
alarm	n	[['0'], [], [], [], ['2']]	
alarm	nv	[[], [], [], ['2'], []]	
alarming	j	[['2'], [], [], [], []]	['驚人的、令人驚慌的', '', '']
albeit	c	[[], ['10'], [], [], []]	albeit
album	n	[['0'], [], [], ['2'], ['2']]	
alcohol	n	[['1'], [], [], ['4'], []]	
alcoholic	j	[['1'], [], [], [], []]	['酒精的、含酒精的', '', '']
alcoholic	jn	[[], [], [], ['5'], []]	
alcoholic	n	[['1'], [], [], [], []]	['酗酒者、酒精中毒者', '', '']
alert	j	[['1'], [], [], [], []]	['警覺的、機警的', '', '']
alert	jnv	[[], [], [], ['4'], []]	
alert	n	[['1'], [], [], [], []]	['警報、戒備', '', '']
alert	v	[['1'], [], [], [], []]	['使警覺、使意識到', '', '']
algebra	n	[['2'], [], [], ['6'], []]	
alien	j	[['2'], [], [], [], []]	['外國的、異域的、外星人的；陌生的、不熟悉的', '', '']
alien	jn	[[], [], [], ['5'], []]	
alien	n	[['2'], [], [], [], []]	['外國人、外星人(生物)', '', '']
alienate	v	[['2'], [], [], ['6'], []]	
align	v	[[], [], [], ['6'], []]	
alike	bj	[['0'], [], [], ['2'], ['2']]	
alive	j	[['0'], [], [], ['2'], ['2']]	
all	bjnr	[[], [], [], ['1'], []]	
all	bjr	[['0'], [], [], [], ['1']]	
all	d	[[], [], ['18'], [], []]	['全部的', '', '']
allegation	n	[['2'], [], [], [], []]	['(未經證實的)指責、指控', '', '']
allege	v	[['2'], [], [], ['6'], []]	
alleged	j	[['2'], [], [], [], []]	['(證據不足的情況下)被指控的、涉嫌的', '', '']
allergic	j	[['2'], [], [], ['5'], []]	
allergy	n	[['2'], [], [], ['5'], []]	
alleviate	v	[['2'], [], [], [], []]	['減輕、緩和', '', '']
alley	n	[['1'], [], [], ['3'], []]	
alliance	n	[['2'], [], [], ['5'], []]	
allied	j	[['2'], [], [], [], []]	['結盟的、聯盟的；類似的、有關聯的', '', '']
alligator	n	[['2'], [], [], ['6'], []]	
allocate	v	[['2'], ['6'], [], ['5'], []]	
allocation	n	[[], ['6'], [], [], []]	allocate
allow	v	[['0'], [], [], ['1'], ['1']]	
allowance	n	[['1'], [], [], ['4'], []]	
alloy	nv	[['2'], [], [], [], []]	['合金；把...鑄成合金', '', '']
alloy	v	[['2'], [], [], [], []]	['把(價值)降低、損壞', '', '']
ally	nv	[['2'], [], [], ['5'], []]	
almond	n	[['2'], [], [], ['3'], []]	
almost	b	[['0'], [], [], ['1'], ['1']]	
alone	bj	[['0'], [], [], ['2'], ['2']]	
along	b	[['0'], [], [], [], ['1']]	
along	bp	[[], [], [], ['1'], []]	
along	p	[['0'], [], [], [], ['1']]	
alongside	bp	[['1'], [], [], ['5'], []]	
aloud	b	[['0'], [], [], ['2'], ['2']]	
alphabet	n	[['0'], [], [], ['3'], ['2']]	
already	b	[['0'], [], [], ['1'], ['1']]	
also	b	[['0'], [], [], ['1'], ['1']]	
alter	v	[['2'], ['5'], [], ['5'], []]	
alterable	j	[[], ['5'], [], [], []]	alter
alteration	n	[[], ['5'], [], [], []]	alter
alternate	jnv	[[], [], [], ['5'], []]	
alternate	jv	[['2'], [], [], [], []]	['輪流(的)、交替(的)', '', '']
alternate	v	[[], ['5'], [], [], []]	alter
alternative	j	[['1'], [], [], [], []]	['可替代的、可供選擇的；非傳統的、另類的', '', '']
alternative	jn	[[], ['3'], [], ['4'], []]	
alternative	n	[['1'], [], [], [], []]	['可供選擇的事物', '', '']
alternatively	b	[[], ['3'], [], [], []]	alternative
although	c	[['0'], [], [], ['1'], ['1']]	
altitude	n	[['1'], [], [], ['6'], []]	
altogether	b	[['0'], [], [], ['2'], ['2']]	
aluminium	n	[['1'], [], [], [], []]	['鋁', '', '']
aluminum	n	[[], [], [], ['6'], []]	
always	b	[['0'], [], ['21'], ['1'], ['1']]	
am	b	[[], [], [], ['1'], []]	
am	v	[['0'], [], [], [], ['1']]	
amateur	jn	[['1'], [], [], ['4'], []]	
amaze	v	[['1'], [], [], ['3'], []]	
amazement	n	[[], [], [], ['3'], []]	
ambassador	n	[['1'], [], [], ['3'], []]	
ambiguity	n	[['2'], ['8'], [], ['6'], []]	
ambiguous	j	[['2'], ['8'], [], ['4'], []]	
ambition	n	[['1'], [], [], ['3'], []]	
ambitious	j	[['1'], [], [], ['4'], []]	
ambulance	n	[['0'], [], [], ['3'], ['2']]	
ambush	nv	[['2'], [], [], [], []]	['埋伏、伏擊', '', '']
amend	v	[['2'], ['5'], [], ['5'], []]	
amendment	n	[['2'], ['5'], [], [], []]	amend
amends	n	[['2'], [], [], [], []]	['賠罪、賠償', '', '']
america	n	[['0'], [], [], [], ['1']]	
america 	n	[[], [], [], ['7'], []]	
american	jn	[['0'], [], [], [], ['1']]	
amiable	j	[['2'], [], [], [], []]	['和藹可親的', '', '']
amicable	j	[['2'], [], [], [], []]	['友善的、友好的', '', '']
amid	p	[['1'], [], [], ['6'], []]	
amidst	p	[[], [], [], ['6'], []]	
ammunition	n	[['2'], [], [], [], []]	['彈藥', '', '']
amnesty	n	[['2'], [], [], [], []]	['赦免、赦免期', '', '']
among	p	[['0'], [], [], ['2'], ['2']]	
amount	n	[['0'], [], [], [], ['2']]	
amount	nv	[[], [], [], ['2'], []]	
ample	j	[['2'], [], [], ['5'], []]	
amplify	v	[['2'], [], [], ['6'], []]	
amuse	v	[['1'], [], [], ['4'], []]	
amusement	n	[['1'], [], [], ['4'], []]	
an	a	[[], [], ['4'], ['1'], ['1']]	
analogous	j	[[], ['9'], [], [], []]	analogy
analogy	n	[['2'], ['9'], [], ['6'], []]	
analysis	n	[['1'], ['1'], [], ['4'], []]	
analyst	n	[['1'], ['1'], [], ['5'], []]	
analytic	j	[[], ['1'], [], [], []]	analyze
analytical	j	[['2'], ['1'], [], ['6'], []]	
analytically	b	[[], ['1'], [], [], []]	analyze
analyze	v	[['1'], ['1'], [], ['4'], []]	
analyzer	n	[[], ['1'], [], [], []]	analyze
ancestor	n	[['1'], [], [], ['4'], []]	
anchor	nv	[['2'], [], [], ['6'], []]	
ancient	j	[['0'], [], [], ['2'], ['2']]	
and	c	[['0'], [], ['8'], ['1'], ['1']]	
anecdote	n	[['2'], [], [], [], []]	['趣聞軼事', '', '']
angel	n	[['0'], [], [], ['3'], ['2']]	
anger	n	[['0'], [], [], ['2'], ['2']]	
angle	n	[['1'], [], [], ['2'], ['1']]	
angler	n	[['2'], [], [], [], []]	['垂釣者', '', '']
angry	j	[['0'], [], ['26'], ['1'], ['1']]	
animal	n	[['0'], [], ['3'], ['1'], ['1']]	
animate	jv	[['2'], [], [], ['6'], []]	
ankle	n	[['0'], [], [], ['2'], ['2']]	
anniversary	n	[['1'], [], [], ['4'], []]	
announce	v	[['1'], [], [], ['3'], []]	
announcement	n	[['1'], [], [], ['3'], []]	
announcer	n	[['1'], [], [], [], []]	['廣播員', '', '']
annoy	v	[['1'], [], [], ['4'], []]	
annoyance	n	[['2'], [], [], ['6'], []]	
annual	j	[[], ['4'], [], ['4'], []]	
annual	jn	[['1'], [], [], [], []]	['每年的、一年一次的；年報、年刊', '', '']
annually	b	[[], ['4'], [], [], []]	annual
anonymous	j	[['2'], [], [], ['5'], []]	
another	jr	[['0'], [], [], ['1'], ['1']]	
answer	nv	[['0'], [], [], ['1'], ['1']]	
answer	v	[[], [], ['30'], [], []]	['回答', '', '']
ant	n	[['0'], [], [], ['1'], ['1']]	
antarctic	jn	[['2'], [], [], [], []]	['南極的、南極地區的；南極、南極地區', '= antarctic', '']
antarctica	n	[[], [], [], ['7'], []]	
antenna	n	[['2'], [], [], [], []]	['觸角、觸鬚；天線', '', '']
anthem	n	[['2'], [], [], ['6'], []]	
antibiotic	jn	[['2'], [], [], ['6'], []]	
antibody	n	[['2'], [], [], [], []]	['抗體', '', '']
anticipate	v	[['2'], ['9'], [], ['5'], []]	
anticipation	n	[['2'], ['9'], [], ['6'], []]	
antique	jn	[['2'], [], [], ['5'], []]	
antonym	n	[['2'], [], [], ['6'], []]	
anxiety	n	[['1'], [], [], ['4'], []]	
anxious	j	[['1'], [], [], ['3'], []]	
any	b	[['0'], [], [], [], ['1']]	
any	bjr	[[], [], [], ['1'], []]	
any	jr	[['0'], [], [], [], ['1']]	
anybody	r	[['0'], [], [], ['1'], ['1']]	
anyhow	b	[['1'], [], [], ['3'], []]	
anymore	b	[['0'], [], [], [], []]	['再也不、不再', '=any more', '']
anyone	r	[['0'], [], [], ['1'], ['1']]	
anyplace	b	[[], [], [], ['2'], []]	
anything	r	[['0'], [], [], ['1'], ['1']]	
anytime	b	[['0'], [], [], ['2'], []]	
anyway	b	[['0'], [], [], ['2'], []]	
anywhere	b	[['0'], [], [], ['2'], ['2']]	
apart	b	[[], [], [], ['3'], []]	
apart	bj	[['1'], [], [], [], []]	['(空間或時間的)分隔、相隔；分離的', '', '']
apartheid	n	[['2'], [], [], [], []]	['(南非)種族隔離', '', '']
apartment	n	[['0'], [], [], ['1'], ['1']]	
ape	n	[['1'], [], [], ['2'], []]	
ape	v	[['1'], [], [], [], []]	['模仿、學...的樣子', '', '']
apologize	v	[['0'], [], [], ['3'], ['2']]	
apology	n	[['1'], [], [], ['4'], []]	
app	n	[['1'], [], [], [], []]	['應用程式', '', '']
appall	v	[['2'], [], [], [], []]	['使驚駭、使大為震驚', '= appal (British English)', '']
appalling	j	[['2'], [], [], [], []]	['令人震驚的、糟糕的', '', '']
apparatus	n	[['2'], [], [], [], []]	['儀器、設備；(政府的)組織、機構', '', '']
apparent	j	[['1'], ['4'], [], ['4'], []]	
apparently	b	[[], ['4'], [], [], []]	apparent
appeal	n	[['1'], [], [], [], []]	['呼籲；申訴；吸引力', '', '']
appeal	nv	[[], [], [], ['3'], []]	
appeal	v	[['1'], [], [], [], []]	['呼籲；提出申訴；對...有吸引力', '', '']
appear	v	[['0'], [], [], ['1'], ['1']]	
appearance	n	[['0'], [], [], ['2'], []]	
append	v	[[], ['8'], [], [], []]	append
appendix	n	[['2'], ['8'], [], [], []]	append
appetite	n	[['1'], [], [], ['2'], []]	
applaud	v	[['1'], [], [], ['6'], []]	
applause	n	[['1'], [], [], ['5'], []]	
apple	n	[['0'], [], ['10'], ['1'], ['1']]	
appliance	n	[['1'], [], [], ['5'], []]	
applicable	j	[['2'], [], [], ['6'], []]	
applicant	n	[['1'], [], [], ['4'], []]	
application	n	[['1'], [], [], ['4'], []]	
apply	v	[['0'], [], [], ['2'], []]	
appoint	v	[['1'], [], [], ['4'], []]	
appointment	n	[['1'], [], [], ['4'], []]	
appraisal	n	[['2'], [], [], [], []]	['評價、評估', '', '']
appreciable	j	[['2'], ['8'], [], [], []]	appreciate
appreciably	b	[[], ['8'], [], [], []]	appreciate
appreciate	v	[['0'], ['8'], [], ['2'], ['2']]	
appreciation	n	[['1'], ['8'], [], ['4'], []]	
apprehension	n	[['2'], [], [], [], []]	['憂慮、恐懼', '', '']
apprentice	n	[[], [], [], ['6'], []]	
apprentice	nv	[['2'], [], [], [], []]	['學徒；使當學徒', '', '']
approach	n	[['1'], [], [], [], []]	['方式、方法', '', '']
approach	nv	[[], ['1'], [], ['2'], []]	
approach	v	[['1'], [], [], [], []]	['接近；接洽；著手處理', '', '']
approachable	j	[[], ['1'], [], [], []]	approach
appropriacy	n	[[], ['2'], [], [], []]	appropriate
appropriate	j	[['1'], ['2'], [], ['4'], []]	
appropriately	b	[[], ['2'], [], [], []]	appropriate
appropriateness	n	[[], ['2'], [], [], []]	appropriate
approval	n	[['1'], [], [], ['4'], []]	
approve	v	[['1'], [], [], ['3'], []]	
approximate	jnv	[[], ['4'], [], [], []]	approximate
approximate	jv	[['2'], [], [], ['6'], []]	
approximately	b	[[], ['4'], [], [], []]	approximate
approximation	n	[[], ['4'], [], [], []]	approximate
apr	n	[[], [], [], ['7'], []]	
april	n	[['0'], [], ['34'], ['7'], ['1']]	
apron	n	[['1'], [], [], ['3'], []]	
apt	j	[['2'], [], [], ['5'], []]	
aptitude	n	[['2'], [], [], [], []]	['天資、資質', '', '']
aquarium	n	[['1'], [], [], ['4'], []]	
arbitrarily	b	[[], ['8'], [], [], []]	arbitrary
arbitrariness	n	[[], ['8'], [], [], []]	arbitrary
arbitrary	j	[['2'], ['8'], [], [], []]	arbitrary
arc	nv	[['2'], [], [], [], []]	['弧形；作弧形運動', '', '']
arch	nv	[['1'], [], [], ['4'], []]	
archaeology	n	[['2'], [], [], ['6'], []]	
architect	n	[['1'], [], [], ['5'], []]	
architectural	j	[['2'], [], [], [], []]	['建築學的、建築方面的', '', '']
architecture	n	[['1'], [], [], ['5'], []]	
archive	n	[[], [], [], ['6'], []]	
archive	nv	[['2'], [], [], [], []]	['檔案、檔案室；歸檔、存檔', '', '']
arctic	jn	[['2'], [], [], [], []]	['北極的、北極地區的；北極、北極地區', '= arctic', '']
arctic 	n	[[], [], [], ['7'], []]	
are	v	[['0'], [], [], [], ['1']]	
area	n	[['0'], ['1'], [], ['1'], ['1']]	
arena	n	[['2'], [], [], ['5'], []]	
argentina 	n	[[], [], [], ['7'], []]	
argue	v	[['0'], [], [], ['2'], ['2']]	
